class,cap-shape,cap-surface,cap-color,stem-root,stem-surface,stem-color,habitat,season,cap-diameter,stem-height,stem-width
p,s,k,y,,k,n,d,u,4.19,3.16,4.77
e,x,g,n,,,n,d,a,0.96,5.78,1.12
p,s,d,y,,,o,h,u,5.56,2.98,6.92
e,s,l,n,,,n,l,a,5.68,7.56,52.54
p,f,,o,,,y,g,a,0.76,5.43,1.16
p,s,w,n,,,n,d,a,3.15,3.83,6.04
e,x,h,n,,t,w,d,u,6.25,6.37,4.61
e,s,,l,,,b,l,a,10.03,7.43,20.44
e,x,s,n,,i,w,d,s,8.44,5.86,9.46
p,x,,p,,,w,d,u,2.76,4.36,6.23
p,p,,n,c,,n,d,a,7.92,7.63,25.08
p,c,,u,,i,w,p,a,2.5,3.75,3.58
e,x,,y,b,,y,d,a,6.84,6.37,13.41
e,p,t,n,,,n,d,a,20.56,15.41,61.75
e,f,y,e,b,,n,d,w,11.99,6.86,25.23
e,x,t,n,,s,w,d,u,6.18,13.0,12.77
e,x,,b,,,w,d,w,3.12,6.2,5.12
p,x,s,y,,,y,d,u,4.06,7.89,7.83
e,f,e,b,,,w,d,a,10.18,5.01,20.83
p,f,y,w,,k,w,d,u,3.96,4.76,3.61
e,x,s,y,,t,y,g,a,1.58,6.84,2.41
p,x,g,y,,s,n,d,u,1.64,2.03,2.72
p,o,,k,,g,g,d,u,3.68,3.52,15.65
p,x,y,n,,y,n,d,a,9.45,11.89,11.07
p,x,w,p,,,p,d,w,7.19,4.09,9.17
e,f,s,w,s,,w,m,u,13.02,8.67,17.41
p,f,h,y,,,y,g,u,1.77,7.42,3.34
e,b,g,n,,,y,g,a,3.38,4.28,2.18
p,p,y,w,,,w,d,a,8.15,13.68,17.15
p,x,t,r,,,n,h,a,11.33,5.77,14.11
p,s,k,w,,,w,d,a,17.46,5.79,27.02
p,x,i,y,,i,n,d,a,6.77,7.68,7.38
e,f,s,o,,t,o,d,a,8.82,9.05,12.3
p,x,i,y,,i,n,d,u,8.32,8.38,8.21
e,s,,w,,,w,d,u,8.8,4.71,23.08
p,x,e,e,,,y,d,a,5.59,7.47,9.48
p,x,,n,,s,n,g,a,1.59,4.84,2.25
p,s,k,n,,k,n,d,u,17.79,6.39,36.42
p,b,t,w,,y,w,d,u,7.38,12.28,12.08
e,x,,u,,,w,d,a,2.21,6.01,4.11
e,s,,y,,,y,d,a,4.15,6.68,7.99
p,b,t,n,,i,g,m,u,3.46,5.42,4.28
p,x,y,y,,y,n,d,a,6.31,8.61,8.87
p,x,t,n,,,w,d,u,3.48,5.42,9.0
e,x,,g,,y,w,d,u,6.76,10.2,23.63
e,x,h,n,,s,w,d,u,2.54,5.94,5.92
p,b,y,n,,,w,d,a,8.03,14.76,17.01
e,x,t,n,,s,n,g,a,7.51,8.08,12.6
p,f,,y,,i,y,d,a,6.2,5.46,11.74
p,p,t,n,,t,y,m,a,1.93,4.93,2.29
e,x,d,o,,,o,m,u,3.1,4.5,6.15
e,f,s,k,,,w,d,a,8.21,4.76,14.19
p,x,s,n,r,i,w,d,u,5.32,5.45,12.78
e,f,,u,,,u,d,a,8.6,7.69,19.5
e,x,h,y,,,y,d,a,9.06,7.36,15.4
e,f,s,n,b,i,n,m,a,7.96,6.37,10.76
p,p,t,n,,t,y,m,u,1.95,7.7,2.5
e,x,,w,,,w,d,u,4.33,6.8,3.65
e,s,d,b,,,w,g,w,7.24,5.9,12.81
e,p,t,n,,,n,d,u,17.25,17.84,72.73
e,x,,y,,,w,d,a,3.95,3.98,8.98
e,s,,w,,,w,d,u,9.45,5.6,25.4
p,c,k,w,,,w,d,a,4.27,5.34,11.2
p,s,,u,,,y,d,a,4.19,4.67,7.94
e,o,y,y,,k,n,d,s,53.27,8.01,43.24
p,o,,e,,g,n,d,s,10.73,4.32,23.53
p,c,,w,,i,u,d,a,2.34,2.82,3.42
p,f,h,o,s,y,w,d,w,17.54,18.2,17.76
p,x,g,n,,s,k,d,w,0.64,4.08,0.97
e,x,t,o,,s,o,d,w,3.7,7.8,4.88
p,b,t,n,,i,g,g,a,3.42,5.52,3.74
p,f,d,b,b,s,n,l,a,3.45,3.75,2.81
p,s,t,r,,,n,d,u,10.43,5.73,12.83
e,b,h,g,,s,g,d,u,7.17,4.72,9.96
p,f,t,n,,i,n,g,a,4.11,5.43,4.17
e,x,,w,,,r,l,u,4.42,7.09,8.83
p,s,,u,,,w,d,a,4.93,5.27,8.47
p,x,,y,,,w,d,a,4.41,5.4,6.21
p,p,t,n,,t,y,m,s,2.01,7.21,2.52
e,s,,n,,s,w,d,u,5.57,4.16,7.82
e,x,s,y,,t,y,h,a,1.58,5.59,1.77
e,o,l,n,,,n,l,u,5.96,7.86,47.65
e,s,d,p,,,n,d,a,3.99,5.56,6.76
e,f,t,n,,t,n,d,a,4.93,7.88,10.78
p,b,d,p,,t,y,g,u,2.71,4.87,6.33
e,x,s,n,s,,w,m,a,8.87,9.63,17.72
p,b,g,o,,,n,g,a,2.4,7.14,3.65
e,f,,w,,,w,d,a,10.52,2.44,15.94
e,s,t,n,,,w,d,w,10.33,5.4,17.96
p,p,g,n,,y,w,d,a,7.52,8.63,18.21
p,x,g,e,,,n,d,a,2.79,7.67,2.72
p,s,w,u,,s,u,d,a,3.78,4.78,6.02
e,s,,y,,,o,d,a,3.18,6.4,7.03
p,f,,r,,,w,d,u,9.03,7.03,11.66
p,b,t,n,,,n,m,u,1.13,3.18,2.37
e,s,,n,,s,w,d,a,5.93,4.69,8.22
p,x,,n,c,,n,d,a,11.65,10.07,29.4
e,x,h,n,,y,n,d,u,6.88,6.85,6.61
e,s,,g,b,,u,g,a,8.28,6.83,17.39
e,x,s,b,,s,n,l,w,5.33,6.23,9.46
p,s,d,y,,,y,h,a,6.02,3.48,6.65
e,f,s,o,,t,n,d,a,6.9,7.56,11.02
p,x,,p,,,y,d,a,5.65,3.63,12.59
e,x,t,o,,,e,d,a,4.95,6.51,13.81
e,b,h,k,,s,g,d,a,5.76,3.65,8.19
p,x,y,w,s,,w,g,a,7.5,7.91,12.51
e,x,,g,,y,w,d,a,8.55,10.73,24.82
e,x,h,n,,s,w,d,u,2.82,5.73,6.56
p,s,h,n,,t,r,d,u,8.33,4.64,13.57
e,x,h,n,,,n,d,u,7.8,5.59,15.68
e,x,d,n,,,y,d,u,6.24,7.22,14.52
p,f,k,n,,i,y,d,a,5.33,5.07,6.12
e,x,s,u,,,w,d,u,8.83,4.88,16.4
e,x,d,e,s,y,w,d,a,14.05,13.95,33.45
e,s,,n,,s,w,l,a,5.34,4.15,7.69
e,b,h,g,,s,g,d,a,6.07,4.86,9.73
p,x,t,n,,,w,d,u,3.99,5.37,8.78
e,s,,n,,,y,d,a,4.21,6.33,7.34
e,x,,b,,,w,d,u,2.39,5.58,4.26
p,x,t,n,,,w,d,a,6.73,8.61,24.5
p,x,t,n,,,w,d,a,2.65,5.35,6.62
p,b,h,n,,t,n,g,u,1.49,3.97,1.48
e,f,d,o,,,w,m,w,6.86,5.94,12.68
p,x,e,e,,,e,d,a,6.22,8.46,10.34
e,x,g,n,,t,y,d,u,1.74,6.68,2.29
p,s,t,r,,t,g,d,u,8.32,4.83,13.33
p,b,t,n,,i,n,g,a,4.24,6.59,4.44
e,s,t,p,,,w,d,u,7.03,6.12,18.15
e,x,y,n,,,w,g,a,14.36,10.59,18.16
p,s,t,g,,,r,l,a,12.8,5.13,25.78
p,s,,y,,,w,d,u,10.35,6.39,13.97
p,x,t,n,,,w,d,u,3.5,5.85,9.03
p,x,i,n,,i,n,g,a,7.96,8.74,9.0
p,o,s,w,f,f,f,d,u,4.59,0.0,0.0
p,x,h,e,b,,w,d,a,7.03,5.56,16.84
e,x,e,y,,,w,d,a,9.88,7.97,19.53
p,f,y,w,,k,w,d,a,4.25,5.1,3.58
p,f,h,e,b,,w,d,u,6.88,5.71,17.39
e,c,g,n,,,n,d,u,1.1,6.28,1.19
e,x,s,n,,,n,d,u,7.85,7.28,16.74
p,x,t,r,,,g,d,a,13.27,4.96,24.38
e,x,h,y,,,y,d,a,8.74,7.9,15.72
p,x,,g,,,w,d,a,11.73,10.68,12.29
p,x,y,n,,y,y,d,u,6.2,9.78,9.69
p,x,i,e,,,e,d,a,3.44,4.24,6.43
e,x,h,n,,s,n,d,s,5.4,5.03,6.18
p,x,g,w,,,e,l,a,0.83,2.85,1.44
p,x,h,o,s,y,w,d,w,11.46,17.56,18.39
p,x,k,n,c,,y,d,a,14.7,9.47,32.74
e,f,,n,,,b,d,w,10.39,8.7,23.1
p,p,y,n,,,w,d,a,6.91,14.34,17.01
e,x,w,y,,,y,d,a,5.15,5.88,15.27
p,c,i,y,,,w,d,u,4.48,6.53,8.0
p,f,d,n,b,s,n,d,u,3.57,4.34,2.94
p,s,,n,,,n,d,u,6.21,6.27,5.7
e,s,l,w,,,w,g,a,6.85,3.47,7.19
e,f,y,n,,,w,w,u,6.11,3.8,10.84
p,x,i,n,,i,n,d,u,9.21,7.63,7.27
e,f,s,n,,t,n,d,a,5.93,8.27,11.43
p,f,w,n,,,n,d,a,2.83,2.76,4.78
p,s,k,w,,,w,d,a,19.18,6.74,27.72
e,s,,g,b,,u,d,w,9.69,9.11,22.75
p,b,,n,,s,n,d,a,1.94,5.0,1.9
p,x,e,n,,,e,d,u,9.74,6.87,22.35
p,b,t,n,,,n,m,a,1.22,3.7,2.6
p,f,k,w,,,w,d,w,21.54,7.27,34.52
e,f,,g,,,w,d,w,14.08,2.36,14.85
e,b,h,g,,s,g,d,u,6.18,5.19,10.2
p,o,,w,,g,w,d,a,3.11,5.59,31.15
e,f,,y,,,w,d,w,6.75,6.04,14.37
p,p,g,n,,y,w,d,a,7.09,7.97,11.93
p,f,d,n,,k,n,d,u,14.91,5.63,31.91
p,f,s,g,,,w,g,u,3.19,2.78,7.8
e,x,s,u,,,p,d,u,9.2,6.19,20.15
e,p,y,n,s,,n,m,u,15.07,26.83,19.52
p,x,g,e,,,n,d,u,2.38,6.87,2.63
e,x,t,n,,,n,d,u,4.8,4.91,12.56
e,x,,w,,,w,d,a,3.98,7.0,3.93
e,x,s,w,,,w,d,u,9.42,7.45,33.27
p,x,d,o,,,n,d,w,18.8,6.23,36.51
p,x,y,n,,y,n,d,u,11.12,11.83,13.23
e,x,s,n,,i,n,d,s,10.53,7.3,10.99
e,x,h,g,,t,g,d,w,7.34,6.73,5.22
e,x,,l,,,l,l,a,4.03,4.73,6.64
p,f,d,n,,,n,d,a,6.27,7.01,9.89
e,x,s,e,,,e,m,w,3.85,4.66,6.62
e,f,s,b,,s,n,l,a,6.05,7.09,10.73
p,s,d,o,,,o,d,u,7.05,4.21,7.0
e,o,y,y,,k,k,d,s,45.73,7.07,27.17
p,b,i,k,,,k,g,a,5.4,6.9,7.08
p,b,s,y,,,y,d,w,4.66,9.98,8.88
e,x,h,o,,k,n,d,w,3.9,6.44,6.01
p,f,d,n,b,i,n,l,a,3.76,4.82,3.27
p,c,k,y,,,w,g,u,5.84,6.74,13.1
p,x,t,n,,,w,d,u,9.15,9.1,28.97
e,x,y,n,,y,w,d,a,9.04,9.27,17.99
e,x,w,n,,,w,d,a,1.41,4.68,2.46
e,x,d,e,,,y,d,u,7.88,6.37,13.21
p,c,i,y,,,w,d,a,4.84,6.59,7.16
e,x,k,n,,,y,d,a,3.27,4.63,10.4
e,x,d,o,,,w,d,a,6.76,6.14,12.81
p,b,g,n,,,n,m,u,1.95,5.56,3.15
e,p,g,w,,,w,d,u,0.93,3.02,1.74
e,f,e,b,,,w,d,a,8.93,4.56,18.77
p,s,d,o,,,o,h,a,5.74,3.57,6.88
e,x,e,l,,,w,d,a,11.9,7.64,20.68
e,x,t,n,,t,w,d,a,4.16,5.72,7.73
e,x,d,y,,,y,d,a,5.58,7.5,15.85
p,f,,y,,,w,d,u,4.28,4.99,6.75
p,b,h,l,,y,l,d,a,4.03,5.84,8.91
p,x,w,p,,,p,d,w,8.02,4.26,10.38
p,f,l,e,,,n,l,u,4.73,5.63,5.12
e,x,t,n,,s,n,g,u,8.86,6.49,12.4
e,s,,w,,,w,d,a,13.13,6.86,27.13
p,c,i,y,,,w,d,u,5.88,6.86,7.71
e,f,y,n,s,,n,m,u,23.46,33.03,24.73
p,s,k,n,,k,n,d,u,5.35,3.98,5.42
p,f,g,e,,,n,d,a,20.32,5.71,42.85
e,f,s,y,,i,n,d,u,11.46,10.06,15.77
p,f,y,e,,y,u,d,a,6.53,7.71,18.39
e,f,e,b,,,w,d,a,8.88,5.02,18.68
e,b,g,g,,s,g,d,u,2.56,5.83,3.31
p,f,g,e,s,y,w,d,a,16.11,17.95,18.61
e,c,,n,,,n,d,s,5.9,4.82,21.73
e,x,h,y,,,w,d,u,7.25,7.09,17.01
p,x,y,n,,y,n,d,u,7.83,9.73,10.46
e,x,s,n,,i,n,d,u,8.81,8.12,9.77
p,o,t,y,,,n,d,a,6.8,1.33,11.88
e,c,,n,,,n,l,s,5.97,5.5,19.51
p,x,g,w,,,n,l,a,0.91,2.94,1.23
p,x,,n,,s,n,g,u,1.66,5.29,2.53
e,x,,y,,,w,d,a,3.54,3.51,9.77
p,x,s,r,r,i,n,d,a,6.67,5.19,13.09
p,x,t,g,,,r,l,a,11.97,4.91,26.91
e,s,,u,,,u,d,w,8.34,5.87,17.03
p,f,t,n,,i,g,d,a,3.54,4.75,3.75
p,o,,n,,g,n,d,s,8.46,3.08,23.62
p,x,t,n,,,w,d,u,3.7,5.37,9.95
p,f,k,w,,,n,g,a,4.14,4.53,3.45
e,x,,g,,y,w,d,u,6.54,10.56,23.81
p,p,t,n,,t,y,m,s,1.89,5.9,2.4
p,x,h,w,,i,n,d,a,10.83,8.33,18.3
p,x,g,e,,,n,d,u,2.64,6.72,2.55
p,o,t,n,,,n,d,a,6.8,1.4,15.57
p,x,s,y,,,y,d,s,4.46,8.56,8.02
p,x,h,g,,i,n,d,a,12.47,7.21,17.23
e,f,e,g,s,,w,d,a,11.94,7.43,24.11
p,s,t,n,,,y,d,a,8.61,6.02,18.11
p,x,d,k,,,n,d,a,19.75,5.08,44.14
p,b,t,y,,,n,g,a,0.81,2.51,2.26
e,x,s,n,,i,n,d,w,9.77,7.56,10.66
p,x,,w,,,y,d,a,5.18,3.81,12.49
p,x,i,e,,,e,d,a,3.82,4.87,6.63
e,x,y,n,,y,n,d,u,7.31,5.46,9.58
e,s,s,n,,,w,d,u,20.07,7.04,22.33
e,o,,n,,,n,d,u,6.0,4.04,20.22
e,x,y,n,,,w,g,a,15.57,10.21,17.45
e,s,s,u,,,p,d,a,11.35,7.14,26.43
p,b,t,y,,,n,g,a,1.11,3.72,2.49
e,x,y,n,,,w,w,u,6.67,4.51,12.27
e,f,g,o,,t,n,d,a,7.13,9.89,13.54
e,s,s,n,,,w,d,a,19.13,7.51,25.21
p,c,,w,,i,w,p,u,2.28,3.21,3.44
e,x,,l,,,l,d,u,3.92,4.9,8.07
e,s,l,w,,,w,g,u,5.75,3.38,8.44
p,o,,w,,g,w,d,u,3.73,5.33,26.97
p,x,s,y,,,y,d,s,4.06,8.52,7.97
e,x,t,n,,t,w,d,w,3.38,5.73,6.62
p,x,e,e,,,y,d,a,5.66,7.18,9.63
p,f,y,o,,,y,h,a,2.68,3.11,5.33
p,s,h,g,,t,n,d,a,8.71,4.83,13.51
p,x,g,w,,,e,d,u,0.96,2.95,1.61
e,x,,b,,,w,d,u,3.74,6.74,5.26
p,x,y,y,,y,y,h,u,2.84,5.66,3.55
e,s,s,k,,,w,d,a,20.11,7.24,22.59
e,f,d,u,,,n,d,a,2.81,4.37,6.74
p,b,t,w,,y,w,d,a,7.1,11.07,11.59
p,f,i,k,,,w,g,u,1.78,3.32,2.48
p,x,,w,r,i,w,h,a,7.71,9.59,10.77
e,x,e,n,,,w,g,a,15.45,10.46,17.75
p,s,t,n,,,y,d,a,7.1,4.65,16.64
e,x,,g,b,,u,g,a,8.83,7.31,18.63
e,f,d,w,,,w,d,s,8.77,6.48,27.77
e,x,e,g,s,,w,d,a,14.88,8.52,26.31
e,b,y,n,,,w,d,s,2.66,6.03,2.3
p,b,t,n,,,w,g,a,4.17,10.6,5.86
p,b,g,n,,,n,m,a,2.09,6.34,3.41
p,x,d,o,r,,y,d,u,8.51,8.32,22.57
p,b,,n,,s,n,d,u,1.92,5.06,2.02
e,f,h,n,,s,w,d,a,3.42,5.68,6.5
e,x,,n,,y,w,d,a,7.42,12.34,24.76
e,b,g,n,,s,g,d,w,4.52,4.93,3.61
p,x,,n,,,p,d,a,3.69,7.89,3.95
e,f,t,n,,s,n,d,s,4.37,8.44,6.77
p,x,w,p,,,p,d,w,7.02,4.5,9.97
e,b,g,g,,,w,d,u,0.71,2.1,1.41
e,x,,n,b,,w,d,s,4.72,8.75,10.74
p,f,d,n,b,s,n,l,u,2.5,3.55,2.71
e,x,h,y,,,w,d,a,5.81,6.68,13.53
p,f,k,w,,,w,d,a,17.69,7.25,31.82
e,f,y,w,s,,n,d,a,24.36,33.25,22.04
p,x,t,o,,y,o,d,a,2.94,4.13,6.27
p,s,d,o,,,o,d,a,6.54,4.46,7.21
p,x,,p,,,y,d,a,5.4,3.39,12.29
p,b,h,n,,t,n,h,u,1.66,4.97,1.59
e,x,t,n,,,n,d,a,8.36,7.6,18.22
e,x,w,n,,,n,d,u,23.67,24.63,84.09
p,o,,e,,g,n,d,s,10.11,3.8,25.9
e,f,d,w,,,w,d,u,9.06,6.6,32.37
e,c,g,n,,,g,l,a,1.42,4.67,1.41
p,x,g,o,,,w,d,a,0.62,3.27,0.67
e,s,s,o,,,w,g,a,6.99,5.68,12.82
p,x,,g,,,w,d,a,13.51,11.29,15.67
p,x,s,n,r,y,w,d,u,6.91,7.09,17.21
p,x,y,n,,y,n,h,a,2.61,5.46,3.47
e,x,h,n,,s,n,d,a,5.7,3.98,4.79
p,s,k,y,,k,n,d,u,5.22,2.55,4.68
p,b,,n,,,n,g,u,3.3,10.22,2.53
p,s,,n,,,e,d,u,6.06,5.98,6.33
e,x,t,n,,,n,d,a,14.02,10.44,24.03
e,x,h,n,,s,w,d,u,3.55,6.79,6.36
e,x,d,y,,,e,d,u,7.82,5.62,12.7
e,f,,w,,,w,d,a,8.15,2.24,13.81
p,x,g,e,,,w,d,u,2.82,9.11,2.57
p,b,y,n,s,s,w,d,u,3.33,5.56,4.46
p,x,y,n,,y,y,d,u,6.3,8.67,8.65
p,x,i,o,r,,y,d,u,8.79,8.34,18.57
p,f,,g,,,w,d,u,13.55,11.09,15.25
p,x,g,o,,,w,d,u,0.78,3.28,0.67
p,b,t,y,,t,r,d,u,3.09,5.11,6.22
e,p,y,w,s,,n,d,u,16.5,21.63,19.97
e,f,h,o,,s,o,d,s,5.02,6.61,5.19
p,p,,n,c,,n,d,a,5.82,8.79,29.87
e,x,t,y,,,y,d,u,8.33,7.19,14.84
p,s,t,r,,,r,d,a,12.14,4.6,23.27
p,x,t,n,,y,o,d,w,3.77,4.67,6.44
p,x,t,n,,,w,d,u,10.99,10.19,29.62
p,f,w,o,,,n,d,u,2.82,3.88,5.96
p,p,g,n,,y,w,d,u,7.56,7.76,16.14
p,x,t,y,,,y,d,a,6.03,5.18,13.1
p,s,d,y,,,y,d,a,3.78,3.09,5.77
e,s,l,n,,,n,l,u,7.04,6.26,37.01
p,x,,b,,,w,d,a,3.62,3.87,6.02
p,x,g,n,,,w,d,a,2.32,7.27,2.51
p,x,s,n,,y,n,d,w,8.07,6.21,8.22
p,o,e,n,,,n,d,w,7.6,1.46,15.71
e,s,l,w,,,w,g,a,5.2,3.51,9.59
p,x,t,n,,y,n,d,a,2.85,4.71,6.11
e,s,,n,,,n,d,a,9.61,5.97,23.34
e,x,s,n,,i,n,d,a,10.06,9.13,15.43
p,x,k,n,,,n,d,w,1.5,5.3,1.44
e,x,t,n,,t,y,d,a,1.34,6.54,1.76
e,x,h,y,,,w,d,u,4.91,5.53,11.85
p,x,g,y,,,y,d,a,0.69,3.53,0.82
p,s,s,y,,,y,d,a,1.26,3.51,5.79
e,s,l,n,,,n,d,u,4.81,7.33,45.08
e,f,h,g,,s,g,d,a,5.6,4.64,9.84
p,x,g,o,s,y,w,d,u,17.09,19.19,18.89
p,x,g,w,,,n,d,a,1.15,3.62,1.97
p,x,y,w,s,,w,g,u,5.82,7.7,12.83
e,x,,y,b,,y,d,a,7.1,6.51,13.33
e,f,s,n,b,i,w,g,u,6.44,5.24,9.47
p,x,,w,,,y,d,a,5.53,3.7,12.97
p,f,,u,,,w,d,u,3.49,4.45,7.93
e,x,s,k,,,w,d,u,9.82,4.57,15.2
e,x,,n,b,,n,d,u,4.78,8.07,9.78
e,f,s,w,s,,w,m,a,8.98,9.51,16.81
e,f,h,n,,s,w,d,a,2.79,5.06,5.56
p,x,i,n,,i,n,g,u,5.8,5.86,6.83
e,b,y,n,,,w,d,a,2.99,6.17,3.18
p,s,t,n,,t,r,d,u,7.83,4.68,13.09
p,f,t,e,b,,w,d,a,7.17,5.75,17.54
e,x,,b,,,w,d,w,2.19,5.07,4.14
e,f,s,b,,s,n,l,w,6.0,7.51,11.64
e,f,,b,,,w,d,a,11.04,2.24,13.84
p,x,g,e,s,y,w,d,a,15.12,17.03,17.2
e,o,l,n,,,n,d,a,4.88,7.31,55.85
e,f,s,b,,,w,d,w,5.95,5.67,12.91
e,f,,g,b,,u,g,w,9.81,7.11,22.65
p,x,i,y,r,,o,d,a,11.1,11.62,21.33
p,f,,w,,,p,l,a,3.11,8.17,3.95
e,s,,n,,,u,d,a,10.15,7.79,21.46
p,s,d,y,,,y,d,a,5.49,3.27,6.08
p,x,t,r,,y,w,d,u,4.14,5.61,7.49
p,s,d,n,,,n,d,a,5.32,7.95,10.4
p,b,t,w,,y,w,d,a,5.69,10.87,10.11
e,f,g,g,,s,n,d,w,5.33,5.74,3.19
p,x,,n,,s,n,g,u,1.7,5.53,2.84
e,f,i,n,,,w,w,u,5.42,3.81,11.41
p,x,g,y,,s,n,d,u,1.56,2.49,2.61
p,p,y,g,,s,w,d,w,4.66,9.48,12.02
e,s,e,n,s,,w,l,a,14.16,6.82,24.36
e,s,s,y,,,w,d,a,13.73,7.78,23.71
p,o,,e,,g,n,d,u,11.66,4.19,28.68
e,f,w,g,,,w,d,u,1.23,4.65,2.36
p,x,,n,b,,n,l,a,4.69,4.74,8.79
e,x,e,l,,,w,d,a,11.35,7.16,20.46
e,x,t,n,,s,n,g,a,8.6,7.63,13.68
p,c,k,w,,,w,g,s,6.14,5.82,13.01
p,s,h,n,,t,g,d,u,7.7,4.48,12.95
e,s,l,w,,,w,g,u,5.42,3.23,7.21
p,x,g,p,,s,k,d,a,0.69,3.8,0.93
e,x,,n,b,,w,d,u,9.67,12.16,21.12
e,x,,y,,,w,d,u,4.32,4.03,10.15
p,b,,g,,s,g,d,u,1.42,4.77,1.98
e,x,y,n,,y,n,d,a,5.99,4.67,9.96
p,b,s,g,,s,w,d,u,6.18,11.6,12.62
p,x,d,w,,h,w,g,u,3.14,3.55,2.63
p,x,h,e,b,,w,d,a,8.2,6.35,17.88
e,p,g,g,,,w,d,s,1.03,3.45,1.55
e,x,s,o,,,n,d,u,4.42,5.09,10.34
e,s,t,o,,,w,d,u,7.07,4.96,17.62
e,f,s,n,,t,n,d,a,6.59,8.63,12.03
e,s,,y,,,y,d,a,3.24,6.25,6.97
p,x,y,n,,y,n,d,a,7.98,8.6,10.59
e,s,,w,,,w,d,a,9.31,5.55,23.82
p,p,t,n,,t,y,m,u,2.16,7.32,2.72
p,b,,g,,s,n,d,a,1.57,4.59,1.67
p,f,w,p,,,p,d,w,7.95,3.75,9.81
p,x,g,n,,h,k,d,s,0.82,4.48,1.07
p,x,s,o,,,y,m,a,2.73,3.34,5.9
p,s,d,y,,,y,d,u,5.09,3.52,6.95
e,x,h,o,,,o,m,a,3.44,4.0,5.62
p,f,,o,,,y,g,u,0.67,4.47,1.01
e,x,t,n,,,w,d,u,14.36,5.45,17.59
p,x,,b,,,w,d,a,3.85,5.67,6.95
p,x,e,n,,,e,d,a,10.98,9.32,29.62
p,x,i,n,s,,n,d,a,9.27,11.77,18.76
e,f,w,g,,,w,d,w,1.35,5.01,2.63
p,x,h,w,,i,n,d,a,11.64,8.08,17.55
p,x,w,p,,,p,d,a,5.94,5.03,10.26
e,x,t,o,,,n,d,u,4.37,4.58,11.68
p,o,k,n,,,n,d,s,1.43,3.55,1.37
p,f,d,p,,t,y,d,u,2.85,5.13,6.03
e,p,y,w,,,w,g,a,7.07,4.71,13.14
e,f,,u,,,b,d,w,9.84,6.19,18.1
e,x,,g,,y,w,d,u,7.53,12.06,25.8
p,x,g,n,,h,k,d,w,0.73,3.79,0.98
e,b,y,n,,,w,d,w,3.59,7.57,3.64
e,f,y,n,,,w,d,u,4.77,4.83,7.43
p,s,,e,,,e,d,u,5.38,6.09,6.43
p,x,y,n,,y,n,d,a,2.78,5.55,3.54
p,x,g,n,,y,w,d,u,8.91,9.11,16.66
p,b,h,n,,t,n,h,a,1.5,4.26,1.56
p,x,g,o,s,y,w,d,a,12.67,15.68,15.29
p,x,e,e,,,y,d,a,6.63,7.8,10.1
e,s,,w,,,w,d,a,12.2,6.92,25.17
p,x,i,n,,i,n,d,u,7.16,8.22,7.47
p,x,e,e,,,e,d,a,6.69,8.07,9.61
p,c,i,y,,,w,d,a,4.72,6.7,8.21
e,s,t,p,,,w,d,a,12.2,5.36,17.25
p,b,t,n,,i,n,d,a,3.88,6.49,4.06
p,x,,b,,,w,d,a,5.1,6.32,8.27
p,f,y,u,,y,e,d,a,8.39,8.16,18.7
p,p,t,n,,t,y,m,s,1.55,6.41,2.29
p,b,t,w,,y,w,d,a,8.01,12.61,11.53
p,f,t,n,r,g,n,d,a,7.72,14.21,7.67
e,f,e,b,,,w,d,a,9.16,4.96,19.87
p,f,t,g,,,r,l,u,14.69,4.83,26.64
e,s,t,p,,,w,d,u,9.0,6.0,17.58
p,x,,n,c,,n,d,u,7.25,8.39,25.89
e,f,,n,b,,w,d,u,9.35,10.12,17.57
p,x,y,w,s,,w,g,u,7.79,8.03,13.36
p,o,s,n,f,f,f,d,s,4.21,0.0,0.0
p,s,,y,,,w,d,a,7.65,4.65,11.96
e,x,h,g,,t,w,d,w,6.61,6.4,5.77
p,s,,y,,,w,d,u,8.14,5.13,13.16
e,f,g,n,,t,o,d,a,7.68,9.37,12.63
p,f,l,y,,,n,l,u,4.03,4.95,4.48
e,x,,y,,,w,d,u,5.07,5.77,10.76
p,s,,r,,,w,d,u,9.61,5.87,13.53
p,x,g,p,,s,k,d,a,0.76,3.45,0.96
e,p,g,g,,,w,d,w,1.13,2.84,1.39
p,s,,u,,,y,d,u,3.93,5.01,7.27
e,b,g,n,,,y,g,u,3.57,5.31,3.29
p,s,k,w,,,w,d,u,19.26,5.89,26.37
e,p,t,n,,,n,d,a,18.82,15.12,72.0
p,f,,r,,,w,d,u,6.37,6.61,12.81
p,f,h,r,,,w,d,u,8.23,10.88,12.58
p,f,t,y,,,y,d,a,5.29,3.73,11.97
e,x,d,y,,,e,d,a,8.74,6.7,12.9
e,f,,p,,s,w,d,a,8.51,6.85,20.1
e,x,y,w,,,w,g,a,3.61,4.16,12.11
e,x,,g,,y,w,d,a,6.0,10.48,23.27
e,x,h,n,,s,w,d,a,3.41,6.24,6.13
e,x,d,e,,,e,m,a,3.38,3.91,6.38
p,s,t,p,,,p,d,a,7.52,6.75,13.54
e,b,g,n,,s,g,d,s,4.13,5.02,2.99
e,s,s,o,,,w,d,a,5.63,5.37,11.95
e,x,,w,,,w,d,u,4.34,5.71,6.59
e,x,h,n,,t,w,d,a,6.71,6.12,5.73
e,x,,y,,,w,d,u,4.23,4.96,8.83
e,b,g,g,,,w,d,w,0.92,3.3,1.61
